Date,yield,OC1,Temp11,Temp12,PressureC1,TempC1,Temp1,FlowC1,Temp2,Temp3,TempC2,TempC3,Temp4,Temp5,Temp6,Temp7,Temp8,FlowC9,FlowC2,Temp9,Temp10,FlowC3,FlowC4,VapourPressure
2016-08-21T00:00:00,69.40062325,3.1033,30.8983,489.99,215.0627,100.2204,139.9857,432.0636,377.8119,492.1353,490.1459,180.5578,187.4331,489.0043,488.6745,1129.604,522.4728,86.6133,69.9017,461.2371,513.9653,8.6279,10.5988,32.5026
2016-08-23T00:00:00,66.53266646,4.7408,31.9099,480.2888,205.0999,100.2297,131.047,487.4029,371.306,482.21,480.3128,172.6575,179.5089,479.0443,479.5883,1082.9395,516.014,97.61,69.69,450.3,504.5145,8.7662,10.756,
2016-08-26T00:00:00,71.10219259,4.2925,29.9165,486.619,205.0304,100.3084,118.2666,437.3516,,488.7266,487.004,165.94,172.9262,485.1326,485.6129,1076.9067,514.6193,88.4967,70.5867,458.8101,508.9997,8.5319,10.5737,32.1666
2016-08-29T00:00:00,69.79348088,4.4558,30.6229,491.1304,205.2561,95.5766,118.1769,481.8314,378.0028,493.1481,491.1137,,174.2338,,489.8262,1078.9117,519.3823,95.3483,70.2167,462.5252,514.1794,8.626,10.6695,30.4064
2016-08-30T00:00:00,71.48951583,3.46,29.4977,487.6475,205.0883,92.9052,120.7891,,377.8871,490.2486,488.6641,167.0326,173.9681,486.1049,485.5724,1087.4271,508.6756,82.9533,69.6567,,511.0948,8.5939,,30.9238
2016-09-02T00:00:00,,4.59,29.8406,492.5148,203.8242,82.5759,121.7929,470.8127,374.248,493.7095,491.9402,169.7501,176.3803,493.2928,491.1167,1081.7068,,93.5633,71.1467,463.8689,514.9607,8.4507,10.4359,30.7826
2016-09-04T00:00:00,69.16105249,4.1296,35.5254,478.9996,204.1858,84.9464,120.8903,493.8452,360.8311,480.902,479.2014,169.9978,176.8023,477.7016,478.1935,1106.8098,514.3184,99.8533,72.6067,445.3766,503.5075,8.4093,10.0906,32.579
2016-09-06T00:00:00,71.39919122,3.7133,31.1274,479.063,204.3738,86.5622,119.4786,429.058,365.9138,480.9136,479.1598,166.9747,173.6503,478.2398,477.9389,1090.3263,505.1801,85.8233,72.0667,449.7862,501.0479,8.4414,10.1504,34.5996
2016-09-09T00:00:00,70.12587968,3.09,31.7608,482.6684,204.1163,88.942,124.839,414.0616,367.2358,483.9983,482.3827,171.4144,178.0371,484.0909,480.2018,1126.8611,509.5611,82.6411,71.5083,452.2374,505.4058,8.3289,10.2842,34.6329
2016-09-11T00:00:00,69.72631904,4.6217,32.3697,483.9492,204.151,85.877,121.602,505.6681,368.3813,485.1037,483.5936,169.5163,176.3334,484.8201,482.2794,1087.4791,521.9056,99.9829,71.4267,452.7339,506.4996,8.5193,10.4781,31.8927
2016-09-13T00:00:00,67.77787094,4.6708,32.5914,478.2151,200.0809,88.3123,,498.9423,363.4983,479.7561,478.06,167.9932,174.8356,478.5581,476.4862,1087.1493,512.1075,99.6483,70.46,447.1647,501.0305,8.4336,10.5086,33.8014
2016-09-16T00:00:00,70.72671443,3.52,31.6898,477.8062,200.0809,95.6091,121.1189,437.2185,367.3486,479.3336,477.7845,168.3173,175.0804,478.2977,475.8091,1098.3901,507.4892,87.3567,69.47,447.6439,501.343,8.3687,10.4978,34.8923
2016-09-18T00:00:00,69.65671047,4.17,30.034,481.5737,199.9507,89.4791,121.7611,457.8587,370.117,483.0318,481.8062,167.4377,173.9577,481.7296,479.7272,1080.292,510.0125,92.5622,69.82,452.9978,504.7171,8.3687,10.4797,34.0389
2016-09-20T00:00:00,69.53518784,3.8525,32.2571,480.4214,200.104,94.697,120.8585,479.9308,369.6658,481.8801,480.4957,168.22,174.7861,480.2018,479.1079,1096.1158,507.3272,95.5533,69.89,449.623,504.8444,8.3738,10.5319,33.9831
2016-09-23T00:00:00,70.44829579,3.5983,31.3394,479.9821,200.0895,94.0534,121.3995,443.2095,370.2038,482.2331,480.5443,168.4515,175.2602,479.2005,477.9504,1116.1411,504.6245,88.0333,69,450.8937,503.5943,8.405,10.5133,33.9934
2016-09-25T00:00:00,69.0961358,4.2889,31.0018,483.7993,199.8234,88.9744,119.7303,493.1683,370.2125,485.503,483.9316,167.8636,174.5803,482.8582,482.9044,1091.7671,509.6364,99.5933,69.1283,454.5012,508.7971,8.4957,10.5103,32.7455
2016-09-27T00:00:00,67.69307438,5.3433,27.9029,489.0469,210.035,88.2475,121.7582,477.226,376.6432,490.619,489.2151,169.1089,175.8802,488.6397,487.7137,1056.8033,512.6342,96.6578,69.57,462.7161,510.9964,8.4068,10.4929,31.4356
2016-09-30T00:00:00,69.89946566,3.4017,30.957,487.0835,209.9164,87.8123,121.411,435.8184,371.8122,489.0275,487.7449,169.4122,176.0807,486.5968,484.9648,1111.2975,509.1039,88.1467,68.38,458.0705,510.2151,8.4657,10.5961,32.5001
2016-10-09T00:00:00,69.9737906,5.24,27.5547,479.6805,211.9356,105.2115,118.4661,451.9198,368.6938,481.3303,479.5927,160.5674,167.7762,480.1439,477.6553,1046.9514,499.9483,90.2933,67.9656,453.7755,500.0698,8.504,10.5697,34.0893
2016-10-21T00:00:00,70.05030197,4.185,23.1568,479.8487,250.0772,107.1746,120.3696,391.3474,374.3058,481.8106,480.6184,165.1044,171.595,480.086,476.8798,1021.666,479.9471,79.4267,67.2267,458.6538,498.8197,6.4398,7.9745,38.5297
2016-10-23T00:00:00,71.1950835,5.485,23.6435,474.8919,249.9297,106.3273,119.9068,415.0105,369.5269,476.6656,474.9066,163.366,170.1024,475.1725,472.8228,1005.0956,474.8658,86.1967,67.2167,453.0221,493.368,6.2726,7.9064,40.2702
2016-10-25T00:00:00,71.14084948,4.7675,21.3686,478.7826,249.9239,107.2949,120.1584,370.8142,375.3415,480.5258,479.0857,149.7134,157.1246,479.542,475.977,990.9902,473.4016,74.59,67.5833,459.1573,496.8462,6.4184,7.6372,40.087
2016-10-30T00:00:00,,4.085,27.5147,484.4594,250.0772,105.0679,120.1324,401.9813,370.4671,486.2901,484.7605,163.903,170.7875,484.8432,481.9438,1056.3173,504.3814,85.7267,68.3967,458.7754,505.7935,8.0761,9.619,38.8862
2016-11-18T00:00:00,69.221689,3,27.3006,494.6887,249.9586,112.6008,117.824,296.5038,378.0838,497.1935,495.7513,138.3201,141.917,493.2928,492.5173,1101.0636,496.0707,59.5044,68.0333,469.8929,518.7573,6.731,8.2245,35.1761
2016-11-22T00:00:00,69.3680077,6.2792,23.0031,459.1378,249.9355,114.2583,118.8509,230.6086,355.3377,461.5606,459.7228,143.5885,150.0131,458.4702,456.7976,990.8687,458.4297,46.24,66.9233,438.5575,478.778,6.1028,8.2183,50.3194
2016-11-25T00:00:00,70.16545973,3.4683,24.5869,487.3462,250.0627,116.3232,121.871,289.7983,374.1438,489.5599,487.9973,153.0722,159.6097,486.1396,485.6882,1068.2612,492.0022,57.79,67.1367,464.973,509.5032,6.8059,8.1885,35.9798
2016-11-27T00:00:00,70.0761285,2.9792,24.9413,478.4139,249.9326,118.6706,119.6927,315.5529,366.7498,480.2133,478.3401,145.5538,151.3729,478.2224,476.8798,1077.7747,489.45,62.89,69.6,455.272,499.6647,6.9986,8.2798,39.6292
2016-11-29T00:00:00,69.29715961,3.5233,19.6568,501.4185,249.8979,83.9278,117.9715,306.4695,387.2251,502.8477,501.0602,175.1435,181.6996,501.9218,499.8441,1071.3427,510.4292,61.5267,71.3533,483.1909,521.8014,6.2523,7.9444,30.9402
2016-12-02T00:00:00,71.07169554,2.8383,21.3498,499.6504,249.9731,119.8605,126.0684,309.3942,385.2927,501.2736,499.6942,175.2153,182.3248,499.1438,498.4899,1086.0642,508.1374,63.6867,73.0967,479.9238,521.6336,6.453,8.0331,31.2894
2016-12-09T00:00:00,67.1441158,2.85,24.4664,485.0153,229.9288,108.1653,121.6801,301.896,374.0686,487.8006,485.5084,175.5301,182.7494,482.9912,483.761,1138.996,508.8724,63.1067,73.65,463.3342,507.8423,6.2394,7.9683,34.1631
2016-12-11T00:00:00,65.72632849,3.1667,19.8343,492.5756,249.9326,104.9661,112.426,283.7205,384.9919,495.7235,493.4915,158.2503,165.5334,488.9523,492.1353,1062.4889,492.2974,57.18,73.29,475.8892,514.2315,6.3252,7.9622,32.8465
2016-12-13T00:00:00,69.20356716,2.7567,18.6769,503.259,250.0772,107.2533,118.0207,286.7377,392.8371,506.3607,504.5679,148.8824,155.124,499.1959,502.9114,1113.7714,510.6318,57.6233,73.9567,487.6838,525.5285,6.4447,7.9735,29.5425
2016-12-16T00:00:00,69.06867956,3.84,16.1572,504.163,249.9384,111.6933,118.4257,303.4929,396.213,505.7299,504.1558,155.2504,161.8083,504.202,502.5642,1047.1163,502.5005,60.26,75.2633,489.5726,524.0874,5.5862,6.9459,28.0671
2016-12-20T00:00:00,73.24242551,3.1817,18.3071,499.1228,249.9384,112.7397,135.0188,315.2029,388.8798,501.071,498.7241,188.5854,195.3234,499.057,497.6391,1092.7827,492.8356,63.6733,75.1133,482.7639,520.9275,5.5567,6.8676,28.0504
2016-12-23T00:00:00,68.2531281,2.8,18.485,484.0609,220.0557,112.2165,127.6826,305.2922,374.6674,485.7982,483.9247,172.5325,179.4046,483.9925,482.5283,1088.5294,491.8517,64.8533,73.9567,467.3132,506.0771,6.8085,8.5243,30.3515
2016-12-25T00:00:00,66.74562168,3.1983,18.3113,494.9867,234.9131,111.0266,121.2461,310.8435,384.6563,496.881,494.6515,173.3311,180.0455,495.0869,493.3275,1093.6941,496.308,64.94,74.995,478.5696,516.3265,6.5582,8.4557,29.3428
2016-12-27T00:00:00,70.10385691,2.925,20.3435,505.9701,250.0599,108.1144,124.434,350.3939,390.303,507.3503,505.4987,180.5833,187.5867,506.106,504.9254,1122.7727,523.1904,71.9333,75.7567,487.0068,529.4291,6.727,8.599,27.8542
2016-12-31T00:00:00,71.86946171,2.9383,29.8458,440.3035,250.0396,109.8136,129.8204,330.5261,332.2936,442.6475,440.2627,177.787,184.9427,439.0246,439.2792,1137.4943,466.1732,66.16,74.04,412.8016,464.9925,6.4536,8.4998,64.2744
2017-01-01T00:00:00,67.17430263,3.0672,25.7232,461.8394,245.2028,117.2677,149.2138,311.8531,347.6978,464.2286,462.0335,187.8864,194.8962,460.2064,460.8893,1137.8936,478.4308,63.3767,74.6633,438.5054,486.5968,6.3794,8.4771,50.3172
2017-01-03T00:00:00,70.475956,3.1017,23.3386,457.5201,245.3851,118.7308,144.5911,319.3194,349.0198,459.6913,457.9632,185.9975,193.1431,455.507,456.9191,1116.384,469.524,63.96,73.95,436.3527,480.9252,5.5229,7.4793,48.8601
2017-01-06T00:00:00,,3.0058,23.0903,463.1324,250.245,118.0641,146.483,297.9734,352.1701,465.606,463.3856,188.4813,195.4016,461.7285,461.8094,1114.1445,473.8414,60.24,74.44,442.5156,486.4406,5.5196,7.5691,48.4691
2017-01-08T00:00:00,68.51335753,2.7733,23.6804,472.5361,250.3839,118.2771,158.0253,296.3939,359.8013,474.6053,472.8043,196.1084,202.9507,471.1387,471.5959,1110.2039,483.4774,64.26,73.2733,450.925,497.697,5.8263,7.8722,42.5255
2017-01-10T00:00:00,69.23730962,6.3021,18.3174,462.6506,250.083,114.6842,120.2626,284.0243,364.4703,465.7738,463.8371,162.9215,168.3519,458.9331,462.0583,987.2144,464.5295,56.66,73.2867,447.4564,485.0747,5.4418,7.5245,42.5123
2017-01-13T00:00:00,69.99149499,6.9614,16.7685,470.9668,249.9528,113.6703,121.6367,265.7736,368.9541,473.0196,471.1396,162.1229,168.5968,470.5484,469.1594,983.8638,471.5496,53.4067,72.8033,456.2512,490.2544,5.4378,7.4291,39.8345
2017-01-15T00:00:00,69.71265582,5.1183,19.3626,464.6988,250.0743,114.8093,121.9086,281.5538,362.9111,466.7982,465.1082,169.5233,176.633,464.2807,462.6081,1007.6302,461.9021,56.2767,74.1333,447.4355,486.4405,5.7686,7.9803,42.5989
2017-01-17T00:00:00,69.9002972,3.0267,23.5696,476.3162,249.9384,113.3231,120.9626,325.0876,362.7664,478.0431,476.2402,167.6344,174.5204,476.1043,474.8773,1119.5785,487.3202,65.8783,74.4733,454.4734,499.8846,7.7234,10.5071,40.6399
2017-01-20T00:00:00,68.61454385,3.6967,23.3374,491.8189,250.0165,119.504,155.4767,396.0742,372.7553,493.9873,491.9171,194.9001,201.7472,490.1329,491.2383,1131.2098,514.7177,79.285,76.1967,470.6498,518.0628,7.5952,9.2575,31.4028
2017-01-22T00:00:00,70.22958212,3.6333,20.4803,484.78,250.0772,112.8693,123.9046,291.7943,375.4977,486.9672,484.9087,178.2708,185.1798,484.5076,482.7366,1119.1792,492.4247,57.8467,74.6033,466.4868,507.7728,6.1475,7.5383,35.7244
2017-01-24T00:00:00,69.1030408,5.8925,16.2702,477.007,249.9152,112.4017,118.6166,287.9382,373.6318,478.5697,476.8445,166.8775,173.9786,477.5685,475.0452,1002.8474,472.6897,57.6433,73.5117,462.2995,497.1125,5.4782,7.2405,37.9229
2017-01-27T00:00:00,69.19803928,6.1183,15.4179,482.4398,249.9384,115.0778,121.5557,235.2863,380.7539,485.1094,483.4825,160.7526,166.8697,480.6937,480.4738,992.6221,467.7994,46.88,73.1467,469.6916,504.1094,5.1038,7.2611,34.2886
2017-01-29T00:00:00,70.35464241,3.5767,20.6051,492.7692,250.4706,115.1472,141.9413,318.6656,381.4858,495.4283,493.0446,191.8354,198.8713,491.383,491.2209,1111.0892,500.5039,63.7233,74.9833,474.8232,515.2733,5.5092,7.4051,27.9127
2017-01-31T00:00:00,67.95517271,3.5067,19.9661,491.921,250.6326,119.8049,159.3068,307.1233,379.4377,493.9178,491.5906,198.0899,205.1232,492.4247,489.7509,1124.2917,499.3464,60.8433,73.6933,473.9518,513.9305,5.5892,7.762,32.2779
2017-02-05T00:00:00,68.56284262,8.5017,20.5522,449.8759,249.9239,111.2859,119.1113,265.4525,348.071,453.2904,451.5891,149.0907,155.3715,445.9231,448.701,965.2622,448.6895,52.77,72.5883,432.7383,470.6815,6.2977,8.4987,53.1295
2017-02-10T00:00:00,70.62892053,3.0006,25.8513,492.7915,250.0772,106.2254,131.5532,366.4171,371.0022,494.3171,492.6418,180.5485,187.6337,492.5636,491.6434,1161.087,512.3564,74.2267,75.0167,468.4659,516.1645,7.3753,10.0721,34.6087
2017-02-12T00:00:00,69.3403362,2.8517,25.8447,473.559,250.0772,102.165,120.0022,315.955,356.6568,475.4156,473.7767,163.7872,170.4671,473.0891,471.9547,1130.0554,484.577,65.3467,73.5133,449.5709,496.0129,7.6934,10.6607,42.9974
2017-02-14T00:00:00,70.75360243,2.9967,27.0214,482.1779,250.0627,100.3686,140.5354,379.3017,360.5303,483.217,481.7112,184.8679,191.4655,482.7482,481.0351,1172.6924,513.7685,76.06,75.7833,456.1956,506.0308,7.7128,10.5388,39.8422
2017-02-19T00:00:00,68.23514289,5.6133,,465.5016,246.7765,100.5862,120.4477,286.6509,365.691,469.6977,468.1459,164.609,170.3629,457.8741,466.2889,1024.678,465.6407,56.9733,77.17,451.9805,487.0945,5.2689,7.4643,41.4156
2017-02-21T00:00:00,67.41768221,6.7333,16.3107,485.3974,249.9384,99.2435,117.8413,262.8287,382.4028,490.1618,488.4719,135.0771,141.1668,477.0245,485.9312,991.5978,478.5581,52.2783,76.6467,473.8511,506.6964,5.3659,7.4093,36.1824
2017-02-24T00:00:00,,6.3756,14.4818,494.1181,249.6925,102.1326,147.6864,255.8397,389.4699,498.4609,496.8256,183.9559,190.7465,486.3017,494.8843,1009.8784,485.4798,50.8667,75.9433,483.9791,515.5974,5.2562,7.5872,29.1776
2017-02-26T00:00:00,69.15184501,6.5833,15.9229,483.7557,250.4041,101.6233,127.7636,250.7859,383.7074,488.5066,487.0388,176.5532,183.695,475.4445,484.033,996.5543,472.0878,,,472.5838,505.3653,4.7629,6.7258,33.3462
2017-02-28T00:00:00,70.5522328,6.8217,16.4585,,250.9335,100.8038,127.1793,294.881,,486.0181,484.2697,174.5972,181.3818,,482.9855,981.5201,477.991,59.3017,77.775,469.5596,503.0966,4.9781,6.9966,34.0628
2017-03-03T00:00:00,70.8399518,5.6997,18.2,469.4799,250.9422,101.2761,123.3897,318.9896,370.1228,471.5207,470.019,170.9144,177.9771,467.8457,468.5344,1003.1077,464.79,63.3033,78.37,453.3207,488.6803,4.7432,6.8961,40.4772
2017-03-05T00:00:00,69.14806899,6.8317,16.552,469.706,250.2074,99.8315,119.9299,265.4033,373.2384,472.4004,470.9983,162.4493,168.8651,467.4232,468.002,969.0034,452.6307,53.1,76.6467,455.8484,,4.617,6.8007,40.0652
2017-03-07T00:00:00,69.63127302,6.01,15.2465,492.3525,250.0772,98.3314,120.2828,286.5352,388.793,495.1216,493.6698,141.4497,147.4968,488.2231,492.3958,995.7209,478.6565,57.6033,81.3,479.8751,512.3622,5.4017,7.507,31.9529
2017-03-09T00:00:00,69.56923668,6.965,16.1252,483.0794,249.9384,97.7434,121.3445,282.0398,381.5031,486.5736,485.1726,150.8291,157.0465,478.1183,482.453,971.0519,472.6434,56.6333,76.9275,470.4485,503.166,5.4045,7.4689,34.4621
2017-03-12T00:00:00,70.15347909,6.765,15.8453,485.7307,249.9152,98.8917,120.8035,303.8371,383.4471,488.7208,487.0388,150.0305,156.1139,481.5676,485.5956,,475.0626,60.85,77.4967,472.8754,505.7009,5.3905,7.4477,33.3491
2017-03-14T00:00:00,67.42921477,6.4867,14.7543,478.5292,,100.2575,128.5505,277.1597,378.3876,481.3766,480.2596,163.234,170.0425,474.1482,478.3324,972.6143,463.4994,55.3367,76.5433,466.6223,498.9008,5.434,7.4735,33.3213
2017-03-17T00:00:00,66.35177565,6.06,12.8857,483.1795,225.8731,101.3872,157.817,304.3838,,485.6882,484.1493,211.4022,216.9236,479.9587,482.9218,1001.9533,479.7851,60.44,79.545,472.8025,502.9693,5.5475,7.5284,32.6827
2017-03-19T00:00:00,65.9666288,5.2392,20.177,459.4764,249.9152,97.924,120.7515,285.6703,358.054,462.6544,461.274,153.1092,159.0627,454.61,459.3672,1013.3157,,56.94,78.3067,442.4774,481.2435,6.5192,9.0181,42.5107
2017-03-21T00:00:00,70.00787344,2.6883,19.027,475.1449,250.1929,95.822,121.0986,281.7448,369.8827,478.2398,476.6245,157.7989,164.0746,471.2834,474.4317,1075.0057,462.9843,59.36,73.8,459.2128,496.5569,6.3976,9.04,
2017-03-24T00:00:00,68.86576881,2.8067,22.7382,494.3588,250.3549,93.8914,111.0259,342.1754,379.7617,496.9678,495.4966,138.8664,144.3891,491.5103,493.4606,1102.4872,484.0909,67.66,74.5267,474.2296,517.484,7.4773,8.9751,34.2811
2017-03-26T00:00:00,69.62978167,5.0133,19.9868,490.6209,249.9384,98.5583,120.1353,330.4827,378.2053,492.9456,491.3267,169.2038,175.7395,488.0436,490.1676,1079.5193,494.3692,66.7167,75.0367,472.9588,513.2476,6.7535,9.0276,32.4759
2017-03-28T00:00:00,,5.1442,24.1192,485.7845,249.8226,96.1554,120.3349,351.632,368.2946,488.5471,486.4669,158.2874,163.7047,,485.4914,1084.3456,488.8018,69.5533,74.61,464.4279,509.1213,7.5845,10.3899,36.5374
2017-03-31T00:00:00,70.85871622,3.8083,25.237,483.5916,250.0772,104.2948,136.6387,367.0709,364.9042,485.8907,484.86,178.1481,184.9167,480.6937,482.9218,1131.9738,496.2964,75.9933,75.4533,460.6537,507.1188,,10.5603,35.7014
2017-04-02T00:00:00,69.70247949,4.55,24.4313,470.5203,250.0772,100.063,117.9483,338.8169,361.0568,473.0544,471.6512,142.7946,149.5755,467.8052,469.5703,1059.7372,469.4488,74.3633,74.2267,448.623,491.4061,7.3409,10.4816,40.4562
2017-04-04T00:00:00,71.41347474,3.7925,23.3763,486.3424,250.1929,103.2993,131.909,330.4191,370.6378,488.8596,487.3907,175.5509,182.2102,482.5283,486.591,1098.8589,499.6068,67.0667,78.3867,465.4834,509.6306,7.4312,10.3331,35.6782
2017-04-07T00:00:00,69.6753746,3.7975,24.8279,490.0273,250.0772,103.0817,123.8555,251.8765,370.3861,491.8459,490.5904,167.8821,174.0228,488.796,488.877,1108.5198,497.3787,50.4283,81.17,467.018,511.0658,7.2893,10.5571,34.6668
2017-04-09T00:00:00,68.61725188,3.875,24.7204,491.5014,249.9384,97.0351,113.4847,243.4209,373.8661,493.3738,491.6022,133.2276,139.6351,490.8621,490.1676,1098.1818,499.8557,49.4533,77.7967,468.6534,511.8297,7.56,10.49,35.8379
2017-04-14T00:00:00,69.03646759,3.01,24.5672,509.1076,250.1004,98.9889,116.1288,286.5381,387.0891,511.8413,510.1548,135.6234,141.7633,505.2842,509.1502,1149.1084,521.2227,56.7167,81.1033,487.2741,531.0959,7.8242,10.5769,27.9961
2017-04-16T00:00:00,68.97093693,3.0333,21.8445,514.9942,249.8226,101.4659,120.7168,273.7982,394.6075,516.5696,515.1581,146.3431,151.9981,514.2952,513.9537,1140.9838,526.0031,55.3033,80.71,494.7252,535.992,7.4611,9.9157,25.9983
2017-04-18T00:00:00,69.42521216,2.9717,19.6404,509.7842,249.5449,103.3317,122.302,208.6378,395.6837,511.8761,510.4997,170.2015,176.5366,508.4673,508.2937,1121.9568,506.025,42.0833,79.7233,492.2357,529.024,6.6026,8.9803,27.9127
2017-04-21T00:00:00,69.64686487,2.9942,21.3281,501.7151,250.0772,103.4104,121.1565,226.2029,387.147,503.4323,502.3568,165.3382,172.0145,500.5907,500.4807,1107.7908,500.1393,45.2433,78.855,482.1042,522.3628,6.7049,8.9256,30.0126
2017-04-23T00:00:00,69.18587787,3.11,20.0088,503.4346,250.0772,103.2715,121.5181,227.9588,389.2125,505.0296,503.4936,153.7758,160.3079,503.0793,502.1359,1097.8867,502.1649,45.8533,81.08,485.0208,522.1544,6.5239,8.9235,30.3107
